Start_DF1	End_DF1	Start_DF2	End_DF2	Overlap_Percentage_DF1	Overlap_Percentage_DF2	Strand_DF1	Strand_DF2	Feature_DF1	Feature_DF2	Tools_DF1	Tools_DF2
1702169	1702897	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1703029	1704282	1703056	1704282	97.8468899521531	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1704506	1705588	1704524	1705588	98.3379501385042	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
1705652	1706359	1705652	1706254	85.1694915254237	100	-	-	CDS	CDS	gms2	rast
1705652	1706362	1705652	1706359	99.57805907173	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
1705652	1706362	1705652	1706254	84.8101265822785	100	-	-	CDS	CDS	glimmer, prodigal, prokka	rast
1706468	1708282	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1709125	1710393	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1710863	1710988	1710940	1711062	38.8888888888889	39.8373983739837	-	-	CDS	CDS	rast	glimmer, rast
1710940	1711062	1711037	1711411	21.1382113821138	6.93333333333333	-	+	CDS	CDS	glimmer, rast	prodigal, prokka
1711037	1711411	1711076	1711411	89.6	100	+	+	CDS	CDS	prodigal, prokka	gms2, glimmer, rast
1711451	1712803	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1712822	1713184	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1713310	1713945	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1713956	1715818	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1715833	1716099	1715833	1715952	44.9438202247191	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1716125	1720447	1716125	1720288	96.3219986120749	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1720571	1721023	1720571	1721014	98.0132450331126	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1721065	1721358	1721065	1721289	76.530612244898	100	-	-	CDS	CDS	prodigal, prokka, rast	glimmer
1721065	1721370	1721065	1721358	96.078431372549	100	-	-	CDS	CDS	gms2	prodigal, prokka, rast
1721065	1721370	1721065	1721289	73.5294117647059	100	-	-	CDS	CDS	gms2	glimmer
1721466	1724621	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1724652	1725914	1724652	1725806	91.4489311163895	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1726069	1727091	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1727334	1728224	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1728431	1729057	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1729062	1729697	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1729701	1739141	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1739399	1740370	1739447	1740370	95.0617283950617	100	+	+	CDS	CDS	glimmer	gms2, rast
1739399	1740370	1739495	1740370	90.1234567901235	100	+	+	CDS	CDS	glimmer	prodigal, prokka
1739447	1740370	1739495	1740370	94.8051948051948	100	+	+	CDS	CDS	gms2, rast	prodigal, prokka
1740433	1741224	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1741375	1741509	1741489	1742340	15.5555555555556	2.46478873239437	-	+	CDS	CDS	rast	prodigal, prokka, rast
1741375	1741509	1741399	1742340	82.2222222222222	11.7834394904459	-	+	CDS	CDS	rast	gms2, glimmer
1741399	1742340	1741489	1742340	90.4458598726115	100	+	+	CDS	CDS	gms2, glimmer	prodigal, prokka, rast
1742363	1743637	1742390	1743637	97.8823529411765	100	+	+	CDS	CDS	gms2	glimmer, prodigal, prokka, rast
1743675	1744778	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1744800	1745027	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1745098	1745280	1745235	1746191	25.1366120218579	4.80668756530825	-	+	CDS	CDS	glimmer	gms2, prodigal, prokka
1745235	1746191	1745313	1746191	91.8495297805643	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
1745235	1746191	1745376	1746191	85.2664576802508	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
1745313	1746191	1745376	1746191	92.8327645051195	100	+	+	CDS	CDS	rast	glimmer
1746234	1747934	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1747947	1750640	1747947	1750625	99.4432071269488	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1750756	1751781	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1751917	1752861	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1752909	1753772	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1753885	1755492	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1755498	1757933	1757911	1758033	0.944170771756979	18.6991869918699	-	+	CDS	CDS	glimmer	glimmer
1755498	1758947	1755498	1757933	70.6086956521739	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1755498	1758947	1757911	1758033	3.56521739130435	100	-	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1759023	1759145	1759046	1759639	81.3008130081301	16.8350168350168	+	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
1759023	1759145	1759142	1759639	3.2520325203252	0.803212851405622	+	+	CDS	CDS	rast	rast
1759046	1759639	1759142	1759639	83.8383838383838	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1759739	1760527	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1760532	1763921	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1764135	1768652	1764165	1768652	99.33598937583	100	+	+	CDS	CDS	prodigal, prokka	gms2
1764135	1768652	1764189	1768652	98.804780876494	100	+	+	CDS	CDS	prodigal, prokka	rast
1764135	1768652	1764321	1768652	95.8831341301461	100	+	+	CDS	CDS	prodigal, prokka	glimmer
1764165	1768652	1764189	1768652	99.4652406417112	100	+	+	CDS	CDS	gms2	rast
1764165	1768652	1764321	1768652	96.524064171123	100	+	+	CDS	CDS	gms2	glimmer
1764189	1768652	1764321	1768652	97.0430107526882	100	+	+	CDS	CDS	rast	glimmer
1768664	1769674	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1769693	1770571	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1770635	1771747	1770635	1771735	98.921832884097	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1771778	1771957	1771874	1772173	46.6666666666667	28	+	-	CDS	CDS	prodigal, prokka	gms2, prodigal, prokka, rast
1771778	1771957	1771829	1771957	71.6666666666667	100	+	+	CDS	CDS	prodigal, prokka	glimmer
1771829	1771957	1771874	1772173	65.1162790697674	28	+	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1772429	1774249	1772438	1774249	99.505766062603	100	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1774271	1774480	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1774599	1775231	1774599	1775222	98.5781990521327	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1775233	1776129	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1776267	1776407	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
1776518	1777069	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1777237	1778205	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1778348	1778692	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1778962	1779942	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1779956	1781179	1779971	1781179	98.7745098039216	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1781193	1782302	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1782467	1783141	1782617	1783141	77.7777777777778	100	+	+	CDS	CDS	prodigal, prokka	glimmer, rast
1782467	1783141	1782509	1783141	93.7777777777778	100	+	+	CDS	CDS	prodigal, prokka	gms2
1782509	1783141	1782617	1783141	82.9383886255924	100	+	+	CDS	CDS	gms2	glimmer, rast
1783182	1783826	1783218	1783826	94.4186046511628	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1784104	1785681	1784146	1785681	97.3384030418251	100	+	+	CDS	CDS	gms2, glimmer, rast	prodigal, prokka
1785685	1787163	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1785685	1787163	1787153	1787296	0.743745774171738	7.63888888888889	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	rast
1787153	1787296	1787184	1788065	78.4722222222222	12.81179138322	-	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
1787153	1787296	1787259	1788065	26.3888888888889	4.7087980173482	-	+	CDS	CDS	rast	rast
1787184	1788065	1788062	1788628	0.453514739229025	0.705467372134039	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
1787184	1788065	1787259	1788065	91.4965986394558	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1787259	1788065	1788062	1788628	0.495662949194548	0.705467372134039	+	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
1788062	1788628	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1788673	1789593	1789579	1791063	1.62866449511401	1.01010101010101	+	-	CDS	CDS	gms2, glimmer, prodigal, prokka	gms2, glimmer, prodigal, prokka, rast
1788673	1789593	1788691	1789593	98.0456026058632	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1788691	1789593	1789579	1791063	1.66112956810631	1.01010101010101	+	-	CDS	CDS	rast	gms2, glimmer, prodigal, prokka, rast
1789579	1791063	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1789579	1791063	1791060	1792646	0.269360269360269	0.252047889098929	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
1791060	1792646	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1792651	1794522	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1794525	1796063	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1796116	1797672	1796116	1797447	85.5491329479769	100	-	-	CDS	CDS	gms2	rast
1796116	1797720	1796116	1797672	97.0093457943925	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
1796116	1797720	1796116	1797447	82.9906542056075	100	-	-	CDS	CDS	glimmer, prodigal, prokka	rast
1797769	1798947	1797769	1798923	97.9643765903308	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1798976	1799917	1798985	1799917	99.0445859872611	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
1799926	1801695	1799965	1801695	97.7966101694915	100	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1801819	1802925	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1803007	1803927	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1803959	1805134	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1805220	1805963	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1805985	1806917	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1807026	1807757	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1807823	1809298	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1809444	1811615	1810370	1811143	35.6353591160221	100	+	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1809444	1811615	1811171	1812070	20.48802946593	49.4444444444444	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1809444	1811615	1811483	1812070	6.12338858195212	22.6190476190476	+	+	CDS	CDS	gms2, prodigal, prokka	gms2
1811171	1812070	1811483	1812070	65.3333333333333	100	+	+	CDS	CDS	glimmer, rast	gms2
1812470	1813246	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1813270	1814190	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1814200	1815696	1815668	1815814	1.937207748831	19.7278911564626	-	-	CDS	CDS	glimmer	glimmer
1814200	1815747	1814200	1815696	96.7054263565891	100	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1814200	1815747	1815668	1815814	5.16795865633075	54.421768707483	-	-	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1816281	1817726	1816335	1817726	96.2655601659751	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1816281	1817726	1817704	1817850	1.59059474412171	15.6462585034014	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1816335	1817726	1817704	1817850	1.65229885057471	15.6462585034014	+	+	CDS	CDS	glimmer	glimmer
1817917	1818039	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
1818191	1818457	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1818582	1819391	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1819498	1820310	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1820373	1820657	1820373	1820573	70.5263157894737	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1820717	1823164	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1823169	1825526	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1825648	1826943	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1826961	1827956	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1828709	1828969	1828709	1828954	94.2528735632184	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1829171	1829647	1829183	1829647	97.4842767295598	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1830040	1831128	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1831134	1831784	1831134	1831775	98.6175115207373	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1831879	1832640	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1832809	1834467	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1834511	1835836	1834544	1835836	97.5113122171946	100	+	+	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
1835872	1837362	1835872	1837146	85.513078470825	100	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka	rast
1837609	1837728	1837690	1837911	32.5	17.5675675675676	+	-	CDS	CDS	rast	glimmer, rast
1838096	1838788	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1838945	1839541	1838957	1839541	97.9899497487437	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2, glimmer
1839596	1840084	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1840102	1840902	1840899	1841258	0.499375780274657	1.11111111111111	+	+	CDS	CDS	gms2, prodigal, prokka, rast	gms2, prodigal, prokka, rast
1840102	1840902	1840129	1840902	96.6292134831461	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1840129	1840902	1840899	1841258	0.516795865633075	1.11111111111111	+	+	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1840899	1841258	1841248	1841694	3.05555555555556	2.46085011185682	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer, prodigal, prokka
1840899	1841258	1840938	1841258	89.1666666666667	100	+	+	CDS	CDS	gms2, prodigal, prokka, rast	glimmer
1840938	1841258	1841248	1841694	3.42679127725857	2.46085011185682	+	+	CDS	CDS	glimmer	glimmer, prodigal, prokka
1841248	1841694	1841260	1841694	97.3154362416107	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1841836	1842132	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1842386	1842862	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1842983	1844179	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1844190	1845536	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1845683	1846432	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1845683	1846432	1846419	1846754	1.86666666666667	4.16666666666667	+	+	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
1846419	1846754	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1846836	1847792	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1847814	1848728	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1849062	1849649	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1849660	1850187	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1850234	1850752	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1851009	1851422	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1851579	1852910	1851585	1852910	99.5495495495496	100	+	+	CDS	CDS	prodigal, prokka, rast	glimmer
1851579	1852910	1851762	1852910	86.2612612612613	100	+	+	CDS	CDS	prodigal, prokka, rast	gms2
1851585	1852910	1851762	1852910	86.6515837104072	100	+	+	CDS	CDS	glimmer	gms2
1852976	1853806	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1853838	1854974	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1853838	1854974	1854947	1855432	2.46262093227792	5.76131687242798	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
1854947	1855432	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1854947	1855432	1855425	1857062	1.64609053497942	0.488400488400488	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka, rast
1854947	1855432	1855425	1857071	1.64609053497942	0.485731633272617	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer
1855425	1857071	1855425	1857062	99.4535519125683	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1857130	1858335	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1857130	1858335	1858335	1859474	0.0829187396351575	0.087719298245614	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
1858335	1859474	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1858335	1859474	1859467	1860096	0.701754385964912	1.26984126984127	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, prodigal, prokka
1858335	1859474	1859467	1860123	0.701754385964912	1.21765601217656	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	glimmer, rast
1859467	1860123	1859467	1860096	95.8904109589041	100	-	-	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
1860341	1861684	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1861716	1862600	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1861716	1862600	1862597	1864210	0.451977401129944	0.247831474597274	-	-	CDS	CDS	gms2, glimmer, prodigal, prokka, rast	gms2, glimmer, prodigal, prokka, rast
1862597	1864210	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1864230	1865510	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1865549	1866346	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1866386	1867549	1866386	1867540	99.2268041237113	100	-	-	CDS	CDS	glimmer	gms2, prodigal, prokka, rast
1867645	1868241	1867645	1868226	97.4874371859297	100	-	-	CDS	CDS	glimmer, rast	gms2, prodigal, prokka
1868246	1869694	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1869798	1871135	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1871206	1872513	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1872531	1872956	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1873015	1873767	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1873827	1874450	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1874599	1875321	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1875335	1875658	1875335	1875547	65.7407407407407	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1876102	1879701	1876111	1879701	99.75	100	+	+	CDS	CDS	glimmer, prodigal, prokka	gms2
1876102	1879701	1876153	1879701	98.5833333333333	100	+	+	CDS	CDS	glimmer, prodigal, prokka	rast
1876111	1879701	1876153	1879701	98.8304093567251	100	+	+	CDS	CDS	gms2	rast
1880191	1880985	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1881608	1881880	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1882263	1882529	1882371	1882529	59.5505617977528	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer
1882263	1882529	1882395	1882529	50.561797752809	100	+	+	CDS	CDS	gms2, prodigal, prokka	rast
1882371	1882529	1882395	1882529	84.9056603773585	100	+	+	CDS	CDS	glimmer	rast
1882644	1882799	1882781	1883245	12.1794871794872	4.08602150537634	+	-	CDS	CDS	glimmer	gms2, glimmer, prodigal, prokka, rast
1882781	1883245	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1884618	1884776	NA	NA	100	0	+	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1885341	1888139	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1888409	1888522	1888509	1888844	12.280701754386	4.16666666666667	-	+	CDS	CDS	rast	gms2, prodigal, prokka
1888409	1888534	1888509	1888844	20.6349206349206	7.73809523809524	-	+	CDS	CDS	glimmer	gms2, prodigal, prokka
1888409	1888534	1888409	1888522	90.4761904761905	100	-	-	CDS	CDS	glimmer	rast
1888509	1888844	1888572	1888844	81.25	100	+	+	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1888872	1892120	1888872	1892045	97.6915974145891	100	-	-	CDS	CDS	gms2, prodigal, prokka	glimmer, rast
1892122	1892265	NA	NA	0	0	+	NA	CDS	NA	glimmer	NA
1892529	1896014	1892529	1895969	98.7091222030981	100	-	-	CDS	CDS	gms2, glimmer, rast	prodigal, prokka
1896268	1896996	1896550	1896996	61.3168724279835	100	+	+	CDS	CDS	glimmer, prodigal, prokka, rast	gms2
1897021	1897908	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1897928	1898791	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1898968	1899189	1898968	1899165	89.1891891891892	100	-	-	CDS	CDS	rast	glimmer
1898968	1899315	1898968	1899165	56.8965517241379	100	-	-	CDS	CDS	gms2	glimmer
1898968	1899315	1898968	1899189	63.7931034482759	100	-	-	CDS	CDS	gms2	rast
1898968	1899315	1899249	1899410	19.2528735632184	41.358024691358	-	+	CDS	CDS	gms2	glimmer
1898968	1899315	1899261	1899416	15.8045977011494	35.2564102564103	-	-	CDS	CDS	gms2	rast
1899249	1899410	1899261	1899416	92.5925925925926	96.1538461538462	+	-	CDS	CDS	glimmer	rast
1899249	1899410	1899386	1899811	15.4320987654321	5.86854460093897	+	+	CDS	CDS	glimmer	glimmer
1899261	1899416	1899386	1899811	19.8717948717949	7.27699530516432	-	+	CDS	CDS	rast	glimmer
1899386	1899811	1899542	1899811	63.3802816901408	100	+	+	CDS	CDS	glimmer	prodigal, prokka, rast
1899386	1899811	1899479	1899811	78.169014084507	100	+	+	CDS	CDS	glimmer	gms2
1899479	1899811	1899542	1899811	81.0810810810811	100	+	+	CDS	CDS	gms2	prodigal, prokka, rast
1899840	1900508	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1900514	1901266	NA	NA	100	0	-	NA	CDS	NA	gms2, glimmer, prodigal, prokka, rast	NA
1901578	1901676	NA	NA	0	0	+	NA	CDS	NA	gms2	NA
1901787	1901924	1901829	1902047	69.5652173913043	43.8356164383562	-	+	CDS	CDS	rast	gms2, glimmer, prodigal, prokka
1902678	1903070	1902678	1902944	67.9389312977099	100	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2, rast
1902678	1903070	1903048	1903221	5.85241730279898	13.2183908045977	-	-	CDS	CDS	glimmer, prodigal, prokka	glimmer, rast
1902678	1903070	1903048	1903284	5.85241730279898	9.70464135021097	-	-	CDS	CDS	glimmer, prodigal, prokka	prodigal, prokka
1902678	1903070	1903048	1903275	5.85241730279898	10.0877192982456	-	-	CDS	CDS	glimmer, prodigal, prokka	gms2
1903048	1903275	1903048	1903221	76.3157894736842	100	-	-	CDS	CDS	gms2	glimmer, rast
1903048	1903284	1903048	1903221	73.4177215189873	100	-	-	CDS	CDS	prodigal, prokka	glimmer, rast
1903048	1903284	1903048	1903275	96.2025316455696	100	-	-	CDS	CDS	prodigal, prokka	gms2
